,Unnamed: 0,Brand,OS,RAM,ROM,Prices,Display,Processor,Warranty,Rating
545,545,Lenovo,Windows 11,16,512,92990,15.6,AMD Ryzen 7 Octa Core ,1,4.6
546,546,DELL,Windows 11,16,512,89990,14,Intel Core i7 ,3,4.6
547,547,DELL,Windows 10,8,512,61999,15.6,Intel Core i3 ,1,4.3
548,548,ASUS,Windows 11,16,512,65990,15.6,Intel Core i5 ,1,4.3
549,549,SAMSUNG,Windows 11,32,1024,181990,16,Intel Core Ultra 7 ,1,4.3
550,550,ASUS,Windows 11,16,512,73990,15.6,AMD Ryzen 7 Octa Core ,1,4.3
551,551,HP,Windows 11,8,512,49121,15.6,Intel Core i5 ,1,4.2
552,552,HP,Windows 11,16,512,69990,15.6,Intel Core i5 ,1,4.2
553,553,Lenovo,Windows 11,8,512,45990,14,Intel Core i5 ,1,4.2
554,554,Apple,Mac,32,1024,306990,16.2,Apple M1 Max ,1,4.4
555,555,ASUS,Windows 10,16,1024,98063,14,Intel Core i7 ,3,4.4
556,556,HP,Windows 11,16,1024,104990,16.1,AMD Ryzen 7 Octa Core ,1,4.6
557,557,HP,Windows 11,32,1024,161490,14,Intel Core Ultra 7 ,1,4.6
558,558,ASUS,Windows 11,8,512,50990,15.6,AMD Ryzen 5 Hexa Core ,1,4.4
559,559,ASUS,Windows 11,16,512,99990,14,Intel Core i7 ,1,4.4
560,560,Lenovo,Windows 11,16,512,66990,14,Intel Core i5 ,3,4.4
561,561,HP,Windows 11,16,1024,110999,16.1,Intel Core i7 ,1,4.4
562,562,ASUS,Windows 11,8,256,45890,14,Intel Core i5 ,1,4.8
563,563,Lenovo,Windows 11,16,512,70790,15.6,AMD Ryzen 7 Octa Core ,1,4.5
564,564,ASUS,Windows 11,16,512,79990,14,Intel Core i5 ,1,3.8
565,565,ASUS,Windows 11,16,512,52990,16,AMD Ryzen 5 Hexa Core ,1,4.3
566,566,ASUS,Windows 11,8,512,62390,15.6,Intel Core i5 ,1,3.5
567,567,DELL,Windows 10,8,1024,45785,15.6,Intel Core i5 ,1,3.6
568,568,Lenovo,Windows 11,8,512,72960,15.6,AMD Ryzen 7 Octa Core ,1,4.5
569,569,HP,Windows 10,16,512,79999,13.3,AMD Ryzen 7 Quad Core ,1,4.5
570,570,HP,Windows 11,16,1024,91999,14,AMD Ryzen 7 Octa Core ,1,4.5
571,571,HP,Windows 11,16,512,85999,13.3,AMD Ryzen 7 Octa Core ,1,4.5
572,572,DELL,Windows 11,16,512,64990,15.6,Intel Core i5 ,1,3.9
573,573,ASUS,Windows 11,16,1024,102900,14,Intel Core Ultra 5 ,1,3.9
574,574,Lenovo,Windows 10,8,512,64990,15.6,Intel Core i5 ,1,4.4
575,575,HP,Windows 10,8,512,51200,15.6,AMD Ryzen 5 Hexa Core ,1,4.3
576,576,ASUS,Windows 11,16,512,58990,15.6,AMD Ryzen 7 Octa Core ,1,4.3
577,577,HP,Windows 10,8,512,54500,14,Intel Core i3 ,1,4.2
578,578,Lenovo,Windows 11,16,512,62991,16,Intel Core i5 ,1,4.2
579,579,ASUS,Windows 11,16,512,59990,15.6,Intel Core i5 ,1,4.2
580,580,ASUS,Windows 11,8,512,94000,14,Intel Core i5 ,1,4.3
581,581,HP,Windows 11,8,512,44999,14,Intel Core i5 ,1,4.3
582,582,Lenovo,Windows 11,8,256,42500,14,Intel Core i3 ,1,3.3
583,583,SAMSUNG,Windows 11,32,1024,181990,16,Intel Core Ultra 7 ,1,3.3
584,584,ASUS,Windows 11,16,512,79990,14,Intel Core i5 ,1,4.1
585,585,DELL,Windows 11,8,512,49000,14,Intel Core i5 ,1,4.5
586,586,ASUS,Windows 11,16,512,89990,16,Intel Core i5 ,1,4.5
587,587,HP,Windows 10,8,512,49500,15.6,Intel Core i5 ,1,4.3
588,588,DELL,Windows 11,16,1024,102190,15.6,Intel Core i7 ,1,4.3
589,589,DELL,Windows 10,8,1024,44000,15.6,Intel Core i3 ,1,4.2
590,590,HP,Windows 11,16,512,91000,14,Intel Core i7 ,1,4.3
591,591,ASUS,Windows 11,16,1024,73990,15.6,AMD Ryzen 7 Octa Core ,1,4.3
592,592,ASUS,Windows 11,16,512,57500,16,AMD Ryzen 5 Hexa Core ,1,4.5
593,593,HP,Windows 11,16,512,90500,14,Intel Core i7 ,1,4.3
594,594,DELL,Windows 11,8,512,40999,14,Intel Core i5 ,1,4.3
595,595,Lenovo,Windows 11,16,1024,62990,15.6,Intel Core i7 ,1,4.4
596,596,ASUS,Windows 11,32,2048,369980,16,Intel Core i9 ,1,4.4
597,597,Lenovo,Windows 10,16,512,62999,15.6,Intel Core i5 ,1,4.2
598,598,Lenovo,Windows 11,8,512,42490,15.6,AMD Ryzen 5 Hexa Core ,1,4.2
599,599,HP,Windows 11,8,512,79990,14,Intel Core i5 ,3,4.2
600,600,Lenovo,Windows 11,16,512,64990,15.6,Intel Core i5 ,1,3.9
601,601,DELL,Windows 10,8,1024,51990,15.6,Intel Core i5 ,1,3.7
602,602,ASUS,Windows 11,8,512,49499,15.6,Intel Core i3 ,1,4.4
603,603,HP,Windows 11,8,512,79990,14,Intel Core i5 ,3,4.4
604,604,ASUS,Windows 11,16,1024,93100,15.6,AMD Ryzen 7 Octa Core ,1,4.4
605,605,Lenovo,Windows 11,8,512,63990,15.6,AMD Ryzen 5 Hexa Core ,1,4.3
606,606,Lenovo,Windows 10,16,512,151999,13.3,Intel Core i7 ,3,4.3
607,607,HP,Windows 10,16,1024,166499,16.1,Intel Core i7 ,1,4.3
608,608,DELL,Windows 11,16,512,86790,14,Intel Core i7 ,1,4.7
609,609,SAMSUNG,Windows 11,16,512,124990,14,Intel Core i7 ,1,4.1
610,610,SAMSUNG,Windows 11,16,512,141990,16,Intel Core Ultra 5 ,1,4.1
611,611,Lenovo,Windows 11,16,512,75190,13.3,AMD Ryzen 5 Hexa Core ,1,4.1
612,612,ASUS,Windows 11,16,512,70990,15.6,Intel Core i5 ,1,3.9
613,613,DELL,Windows 11,8,512,48470,14,Intel Core i5 ,1,3.2
614,614,ASUS,Windows 11,8,512,77899,15.6,Intel Core i5 ,1,4.5
615,615,HP,Windows 11,16,512,78007,14,Intel Core i5 ,1,4.1
616,616,SAMSUNG,Windows 11,16,1024,179990,16,Intel Core Ultra 7 ,1,4.1
617,617,ASUS,Windows 11,16,512,64990,14,Intel Core i5 ,1,4.1
618,618,Lenovo,Windows 11,16,512,87990,14,Intel Core i7 ,1,4.7
619,619,ASUS,Windows 11,16,512,58990,17.3,Intel Core i5 ,1,3.5
620,620,ASUS,Windows 10,8,1024,87390,15.6,Intel Core i7 ,1,4.3
621,621,HP,Windows 10,8,1024,56900,15.6,AMD Ryzen 5 Hexa Core ,1,4.1
622,622,Lenovo,Windows 10,8,512,64990,15.6,Intel Core i5 ,1,4.2
623,623,HP,Windows 11,16,1024,81100,14,Intel Core i7 ,1,4.2
624,624,SAMSUNG,Windows 11,16,512,116990,14,Intel Core i5 ,1,4.5
625,625,DELL,Windows 10,16,512,99900,15.6,Intel Core i7 ,1,4.3
626,626,ASUS,Windows 11,16,512,69990,15.6,AMD Ryzen 7 Octa Core ,1,4.5
627,627,SAMSUNG,Windows 11,16,1024,138990,15.6,Intel Core 7 ,1,4.5
628,628,HP,Windows 11,16,1024,81100,14,Intel Core i7 ,1,4.2
629,629,Lenovo,Windows 11,16,512,52500,15.6,Intel Core i5 ,1,4.3
630,630,HP,Windows 11,16,1024,110999,16.1,Intel Core i7 ,1,4.3
631,631,ASUS,Windows 11,8,256,40499,15.6,Intel Core i3 ,1,4.4
632,632,HP,Windows 11,16,512,58800,15.6,AMD Ryzen 7 Octa Core ,1,4.4
633,633,ASUS,Windows 11,8,512,43999,15.6,AMD Ryzen 3 Quad Core ,1,4.2
634,634,Lenovo,Windows 11,16,512,66990,14,Intel Core i5 ,3,4.2
635,635,HP,Windows 11,16,512,107990,15.6,Intel Core i7 ,1,4.6
636,636,DELL,Windows 11,16,512,86990,16,AMD Ryzen 7 Octa Core ,1,4.2
637,637,Lenovo,Windows 11,16,512,75190,13.3,AMD Ryzen 5 Hexa Core ,1,4.1
638,638,ASUS,Windows 11,8,512,40499,15.6,Intel Core i3 ,1,4.3
639,639,ASUS,Windows 11,8,1024,52000,15.6,AMD Ryzen 5 Hexa Core ,1,4.4
640,640,Lenovo,Windows 11,16,512,63600,14,AMD Ryzen 7 Octa Core ,1,4.7
641,641,HP,Windows 10,8,512,58559,15.6,AMD Ryzen 5 Hexa Core ,1,4.4
642,642,ASUS,Windows 11,16,512,57990,15.6,AMD Ryzen 5 ,1,4.3
643,643,ASUS,Windows 11,16,1024,110703,16,Intel Core i5 ,1,4.3
644,644,ASUS,Windows 11,16,1024,88896,15.6,Intel Core i7 ,1,4.5
645,645,HP,Windows 11,16,512,108000,16.1,AMD Ryzen 7 Octa Core ,1,4.4
646,646,ASUS,Windows 11,16,512,94990,17.3,Intel Core i5 ,1,4.4
647,647,HP,Windows 11,16,512,95990,15.6,Intel Core i5 ,1,4.7
648,648,HP,Windows 11,8,1024,42300,15.6,Intel Core i3 ,1,4.6
649,649,Lenovo,Windows 11,8,512,56938,14,Intel Core i5 ,1,4.3
650,650,DELL,Windows 11,16,512,66850,14,Intel Core i5 ,1,3.6
651,651,ASUS,Windows 11,8,512,50990,15.6,AMD Ryzen 5 Hexa Core ,1,4.4
652,652,ASUS,Windows 11,8,512,71990,17.3,Intel Core i5 ,1,4.8
653,653,ASUS,Windows 11,8,512,68990,15.6,Intel Core i5 ,1,4.8
654,654,ASUS,Windows 11,8,512,42990,14,Intel Core i3 ,1,4.1
655,655,Lenovo,Windows 10,4,256,40958,15.6,Intel Core i3 ,1,4.1
656,656,ASUS,Windows 11,8,512,54990,14,Intel Core i5 ,1,4.3
657,657,HP,Windows 11,16,1024,95990,14,Intel Core i7 ,1,4.3
658,658,Lenovo,Windows 10,8,512,58500,13,Intel Core i5 ,1,4.1
659,659,HP,Windows 10,8,512,71999,16.1,Intel Core i5 ,1,4.1
660,660,HP,Windows 11,16,512,53900,15.6,AMD Ryzen 7 Octa Core ,1,4.1
661,661,DELL,Windows 11,8,512,68700,15.6,Intel Core i5 ,1,4.1
662,662,HP,Windows 11,8,512,79990,15.6,Intel Core i7 ,1,4.3
663,663,ASUS,Windows 11,8,1024,52800,15.6,Intel Core i5 ,1,4.3
664,664,ASUS,Windows 11,16,512,72990,14,Intel Core i5 ,1,4.3
665,665,HP,Windows 11,8,512,63490,15.6,AMD Ryzen 5 Hexa Core ,1,4.1
666,666,HP,Windows 11,8,512,62990,14,Intel Core i5 ,1,4.2
667,667,ASUS,Windows 11,16,512,67990,15.6,AMD Ryzen 5 Hexa Core ,1,4.2
668,668,DELL,Windows 11,16,1024,109471,15.6,AMD Ryzen 9 Octa Core ,1,4.2
669,669,ASUS,Windows 11,16,1024,73990,15.6,AMD Ryzen 7 Octa Core ,1,4.3
670,670,SAMSUNG,Windows 11,32,1024,171990,14,Intel Core Ultra 7 ,1,4.3
671,671,Lenovo,Windows 11,16,512,130990,16,AMD Ryzen 7 Octa Core ,1,4.3
